INSTANCE MEMORY_REQUIRED ITERATIONS DIRECTORY_SIZE TOTAL_2D_GRIDPOINTS TOTAL_3D_GRIDPOINTS  cores-1 cores-2 cores-4 cores-8 cores-16 cores-32 cores-64 
project3-04M96_ScaleXY_4 593 11 475136 6300 220500 1.0 1.0 1.1 0.52380952381 0.6875 0.333333333333 0.25 
project3-04M96_ScaleXY_8 151 11 158720 1596 54264 1.0 0.571428571429 0.571428571429 0.363636363636 0.181818181818 0.121212121212 0.0869565217391 
project3-04M96_none_none 9328 11 3670016 99234 3473190 1.0 2.0 3.17647058824 3.0 4.76470588235 4.05 2.57142857143 
project4-00M19_ScaleXY_2 376 18 53248 3834 141858 1.0 2.0 1.74509803922 --- --- --- --- 
project4-00M19_ScaleXY_4 376 18 53248 3834 141858 1.0 0.2 0.188118811881 --- --- --- --- 
project4-00M19_ScaleXY_8 376 18 53248 3834 141858 1.0 0.212765957447 0.2 --- --- --- --- 
project4-00M19_none_none 376 18 395264 3834 141858 1.0 0.172413793103 0.154639175258 0.214285714286 0.170454545455 0.0753768844221 0.05 
project5-00M38_ScaleXY_2 143 26 291840 1920 63360 1.0 0.84 0.84 0.388888888889 0.230769230769 0.132911392405 0.120689655172 
project5-00M38_ScaleXY_4 100 26 97280 480 15840 1.0 0.8 0.666666666667 0.166666666667 0.192771084337 0.125 0.0829015544041 
project5-00M38_ScaleXY_8 100 26 47104 120 3720 1.0 0.590909090909 0.565217391304 0.245283018868 0.166666666667 0.103174603175 --- 
project5-00M38_none_none 569 26 599040 7680 253440 1.0 1.08823529412 1.12121212121 0.560606060606 0.420454545455 0.24025974026 0.145098039216 
rashda_june4_ScaleXY_2 746 43 1247165 5248 325376 1.0 0.716417910448 0.122762148338 0.070796460177 0.432432432432 0.166089965398 --- 
rashda_june4_ScaleXY_4 187 43 47104 1312 80032 1.0 0.470454545455 0.593123209169 0.365079365079 1.36184210526 1.06701030928 --- 
rashda_june4_ScaleXY_8 100 43 16384 336 19152 1.0 2.0 --- --- --- --- --- 
rashda_june4_none_none 2940 43 640000 20701 1283462 1.0 1.02586206897 1.4875 1.23958333333 0.86231884058 0.563981042654 --- 
