Requirements:  APPLICATION_NAME=generation  
INSTANCE  MAX_2D_GRIDPOINTS_PER_PROCESS  DURATION  
IOtest-95M00_ScaleXY_8  15625.0  12.7025032043  
AdvectionFault_ScaleXY_2  25.0  19.4668171406  
AdvectionFault_none_none  45.0  34.4185039997  
AdvectionFault_ScaleXY_2  15.0  34.7805330753  
IOtest-95M00_ScaleXY_8  2016.0  15.6155259609  
IOtest-95M00_ScaleXY_8  1024.0  20.6900939941  
LargeSMTest_none_none  432.0  20.6240119934  
Model3D_v5_none_none  9816.73  14.4420881271  
Model3D_v5_none_none  5641.02  24.7718009949  
IOtest-95M00_ScaleXY_4  15625.0  13.1836299896  
IOtest-95M00_ScaleXY_4  7875.0  14.0780730247  
Model3D_v6_scenario8_gsy_ScaleXY_2  2468.95  35.6725599766  
Model3D_v5_none_none  3201.66  22.6608278751  
BigProject-44M18_ScaleXY_4  66049.0  18.4142460823  
BigProject-44M18_ScaleXY_4  8385.0  23.7869341373  
LunskoyeDeepL4_none_none  9058.5  1659.06139398  
Model3D_v6_scenario8_gsy_ScaleXY_2  1408.44  20.3569200039  
BigProject-44M18_ScaleXY_4  4225.0  24.1246111393  
Model3D_v5_none_none  1678.875  25.9374709129  
30_30_Regional_A_none_none  23368.345  4104.51329207  
NVG_ReducedArea_25oct06_ScaleXY_4  1504.0  81.1486809254  
Model3D_v5_ScaleXY_2  412.16  22.923017025  
Model3D_v5_ScaleXY_4  613.088  22.0910978317  
Model3D_v5_ScaleXY_4  199.92  22.3166499138  
LunskoyeDeep_test_GSY_none_none  2527.2  32.1589159966  
IOtest-95M00_ScaleXY_4  3969.0  24.6943328381  
NVG_Reduced_TCalib5_ScaleXY_4  1504.0  83.9517478943  
30_30_Regional_A_none_none  7242.0  1437.27413797  
NVG_revised_model_ScaleXY_4  6300.0  352.493618965  
Model3D_v6_scenario8_gsy_none_none  5641.02  23.7466459274  
Model3D_v6_scenario8_gsy_none_none  3201.66  31.369946003  
NVG_Reduced_TCalib5_ScaleXY_4  768.0  50.7104558945  
Model3D_v6_scenario8_gsy_none_none  1678.875  24.8695979118  
Model3D_v6_scenario8_gsy_ScaleXY_2  805.728  18.4598219395  
LunskoyeDeepL4_none_none  2527.2  311.101358175  
rashda_june4_ScaleXY_2  2739.456  168.200507879  
project1-56M78_ScaleXY_2  ---  55.5943579674  
opl_245_C_ScaleXY_2  48689.344  1945.60721684  
Model3D_v6_scenario8_gsy_ScaleXY_4  353.192  13.5117139816  
Model3D_v6_scenario8_gsy_ScaleXY_4  612.136  15.6564798355  
Model3D_v6_scenario8_gsy_ScaleXY_2  412.16  25.819685936  
Model3D_v6_scenario8_gsy_ScaleXY_4  199.92  15.3594748974  
Model3D_v6_scenario8_gsy_ScaleXY_4  102.032  23.5102128983  
Model3D_v6_scenario8_gsy_ScaleXY_4  56.007  31.9364631176  
NVG_ReducedArea_25oct06_ScaleXY_4  384.0  39.490486145  
NVG_Reduced_TCalib5_none_none  23125.0  891.148093939  
NVG_Reduced_TCalib5_none_none  11625.0  490.295819998  
NVG_ReducedArea_25oct06_none_none  23125.0  931.314372063  
30_30_Regional_A_none_none  3621.0  945.799828053  
Model3D_v5_ScaleXY_2  126.0  38.9308018684  
NVG_Reduced_TCalib5_none_none  1504.0  99.4433469772  
NVG_ReducedArea_25oct06_none_none  11625.0  500.571157932  
BigProject-44M18_ScaleXY_2  ---  18.3231868744  
BigProject-44M18_ScaleXY_2  66049.0  14.2562379837  
BigProject-44M18_ScaleXY_2  33153.0  20.8181679249  
NVG_revised_model_ScaleXY_8  1596.0  117.657303095  
NVG_Reduced_TCalib5_none_none  5859.0  242.478672028  
30_30_Regional_A_none_none  1836.0  812.899306059  
NVG_Reduced_TCalib5_ScaleXY_4  384.0  35.8633270264  
BigProject-44M18_ScaleXY_2  8385.0  37.6302850246  
NVG_ReducedArea_25oct06_none_none  5859.0  260.795413017  
Model3D_v5_none_none  924.0  30.7322819233  
NVG_revised_model_ScaleXY_4  798.0  232.064949989  
NVG_revised_model_ScaleXY_8  798.0  92.5059671402  
NVG_ReducedArea_25oct06_ScaleXY_2  2961.0  160.981877089  
NVG_ReducedArea_25oct06_ScaleXY_2  5859.0  291.388352156  
AdvecTest_ScaleXY_2  16.0  71.5655989647  
AlphaTestFullRes_ScaleXY_2  196.0  353.729568958  
AdvectionErosionTest_none_none  49.0  81.9497249126  
AlphaTestFullRes_none_none  196.0  4173.75446916  
AlphaTestFullRes_ScaleXY_2  98.0  415.419298887  
NVG_2004_TEST_ScaleXY_4  486.098  176.738483906  
NVG_2004_TEST_ScaleXY_4  3156.318  270.567352057  
NVG_2004_TEST_ScaleXY_8  795.267  121.822404146  
NVG_2004_TEST_ScaleXY_4  1677.852  220.980458975  
LunskoyeV2005_08_none_none  5490.0  19.5728628635  
AlphaTestFullRes_ScaleXY_2  49.0  564.393257141  
LunskoyeV2005_08_none_none  2790.0  23.2673168182  
NVG_2004_TEST_ScaleXY_8  412.032  148.743208885  
Model3D_v5_ScaleXY_2  238.0  37.3265578747  
opl_245_C_ScaleXY_8  11969.024  587.1473701  
NVG_2004_TEST_ScaleXY_8  238.08  165.358148098  
NVG_revised_model_ScaleXY_2  24883.0  1073.30779696  
project1-56M78_ScaleXY_8  9151.2  32.473457098  
opl_245_C_ScaleXY_8  6015.552  375.349043846  
NVG_revised_model_ScaleXY_2  12516.0  617.876871109  
Model3D_v5_ScaleXY_4  56.007  30.9670288563  
Model3D_v6_scenario8_gsy_ScaleXY_2  238.0  35.0971930027  
Model3D_v6_scenario8_gsy_none_none  924.0  39.898389101  
BigProject-44M18_ScaleXY_8  561.0  51.0890140533  
NVG_Reduced_TCalib5_ScaleXY_2  2961.0  205.93571496  
NVG_Reduced_TCalib5_ScaleXY_2  5859.0  307.917929173  
TemperatureErosionTest_none_none  2601.0  8.69678997993  
NVG_2004_TEST_ScaleXY_4  486.098  251.32656908  
project1-56M78_ScaleXY_8  4650.0  40.4231398106  
project1-56M78_ScaleXY_8  2356.0  43.7425608635  
AlphaTestFullRes_none_none  98.0  1262.41250396  
project1-56M78_ScaleXY_8  589.0  54.6866459846  
NVG_2004_TEST_ScaleXY_4  248.115  470.323552132  
NVG_Reduced_TCalib5_ScaleXY_2  1504.0  149.117826939  
NVG_2004_TEST_ScaleXY_8  238.08  225.614116907  
opl_245_C_ScaleXY_4  24120.602  1155.78996515  
opl_245_C_ScaleXY_4  48241.204  2053.83146214  
NVG_Reduced_TCalib5_none_none  2961.0  206.506577969  
NVG_revised_model_ScaleXY_2  6300.0  377.941859961  
NVG_2004_TEST_ScaleXY_8  64.0  438.419148922  
NVG_Reduced_TCalib5_ScaleXY_2  768.0  131.678962946  
NVG_Reduced_TCalib5_ScaleXY_4  192.0  79.0698769093  
rashda_june4_ScaleXY_4  683.552  193.598387003  
rashda_june4_ScaleXY_4  398.08  294.797783136  
rashda_june4_ScaleXY_2  886.912  276.650061846  
rashda_june4_ScaleXY_2  1613.76  378.48854804  
NVG_ReducedArea_25oct06_ScaleXY_2  1504.0  221.541917801  
TemperatureErosionTest_none_none  1326.0  10.7164230347  
NVG_2004_TEST_none_none  7264.205  681.375869036  
NVG_2004_TEST_none_none  14610.561  945.972519159  
NVG_revised_model_ScaleXY_8  399.0  84.456307888  
NVG_ReducedArea_25oct06_none_none  2961.0  279.694998026  
NVG_2004_TEST_none_none  26260.522  1586.50736594  
NVG_2004_TEST_none_none  3762.0  615.700321198  
NVG_ReducedArea_25oct06_ScaleXY_2  768.0  143.394335985  
rashda_june4_none_none  10950.829  638.392368078  
NVG_revised_model_ScaleXY_4  1596.0  109.288991213  
AlphaTestFullRes_ScaleXY_2  28.0  980.936059952  
NVG_2004_TEST_none_none  ---  2786.87996101  
opl_245_C_ScaleXY_4  12121.896  569.383839846  
NVG_Reduced_TCalib5_ScaleXY_2  384.0  89.6190960407  
NVG_ReducedArea_25oct06_ScaleXY_4  192.0  69.6197478771  
TemperatureErosionTest_ScaleXY_2  676.0  7.92465615273  
opl_245_C_ScaleXY_8  1519.392  151.322372913  
opl_245_C_ScaleXY_8  3038.784  188.614092112  
TemperatureErosionTest_none_none  676.0  12.1088550091  
TemperatureErosionTest_none_none  338.0  13.4931259155  
TemperatureErosionTest_ScaleXY_2  338.0  9.18548703194  
TemperatureErosionTest_ScaleXY_2  169.0  10.0690591335  
TemperatureErosionTest_ScaleXY_2  91.0  12.7614789009  
Thermal_ScaleXY_4  2634.418  44.8585779667  
Thermal_ScaleXY_4  7906.328  47.9452359676  
Thermal_ScaleXY_4  4137.604  44.5681400299  
NVG_revised_model_ScaleXY_2  3150.0  225.47214222  
project1-56M78_ScaleXY_8  1178.0  40.3592979908  
rashda_june4_none_none  6388.227  408.951935053  
NVG_revised_model_none_none  12516.0  566.995913982  
NVG_revised_model_ScaleXY_4  798.0  81.3135259151  
NVG_revised_model_none_none  24883.0  1041.06113601  
NVG_Reduced_TCalib5_ScaleXY_4  96.0  74.2142288685  
opl_245_C_ScaleXY_2  ---  3941.28588605  
opl_245_ScaleXY_8  3038.784  529.180737019  
opl_245_ScaleXY_8  6015.552  846.162698984  
Thermal_ScaleXY_8  1973.508  28.9251739979  
Thermal_ScaleXY_8  1046.697  43.9390749931  
NVG_revised_model_none_none  49766.0  2128.31550407  
opl_245_ScaleXY_8  11969.024  1613.56958699  
NVG_ReducedArea_25oct06_none_none  1504.0  151.530122042  
opl_245_C_ScaleXY_2  24440.896  1068.3767271  
NVG_revised_model_ScaleXY_8  209.0  52.1388421059  
SimpleSMTest_none_none  231.0  40.3354930878  
SimpleSMTest_none_none  441.0  40.591960907  
rashda_june4_none_none  3580.038  263.218981028  
NVG_revised_model_none_none  ---  4240.08758497  
NVG_ReducedArea_25oct06_ScaleXY_2  384.0  81.3405239582  
opl_245_C_ScaleXY_4  6108.672  309.09552598  
LunskoyeDeep_test_GSY_ScaleXY_8  24.0  42.1608519554  
opl_245_ScaleXY_8  1519.392  368.795608997  
Friesian_none_none  216.0  204.415386915  
BigProject-44M18_ScaleXY_4  2145.0  41.2064089775  
rashda_june4_none_none  2415.105  209.345144033  
Model3D_v6_scenario8_gsy_ScaleXY_2  126.0  37.3823399544  
NVG_ReducedArea_25oct06_ScaleXY_4  96.0  57.8151509762  
NVG_revised_model_none_none  6300.0  328.276041985  
NVG_revised_model_ScaleXY_2  1596.0  121.160272121  
NVG_revised_model_ScaleXY_4  399.0  64.4125669003  
NVG_revised_model_ScaleXY_8  110.0  48.4263470173  
opl_245_ScaleXY_8  784.0  317.950726986  
opl_245_C_ScaleXY_2  12222.0  586.265044928  
rashda_june4_ScaleXY_4  224.112  65.5243189335  
rashda_june4_ScaleXY_2  590.72  110.658014059  
Thermal_ScaleXY_2  ---  36.0836400986  
opl_245_ScaleXY_4  6108.672  925.770729065  
Model3D_v6_scenario8_gsy_ScaleXY_4  35.0  40.8723659515  
opl_245_ScaleXY_4  12121.896  1571.52926588  
opl_245_ScaleXY_4  24120.602  3057.25632691  
Thermal_ScaleXY_2  16456.5  55.9063830376  
rashda_june4_ScaleXY_4  148.96  78.1774671078  
opl_245_ScaleXY_4  ---  5828.38764095  
opl_245_ScaleXY_4  3104.0  706.95240593  
SimpleSMTest_none_none  121.0  33.9523911476  
IOtest-95M00_ScaleXY_2  ---  29.5051457882  
IOtest-95M00_ScaleXY_2  ---  25.1736490726  
IOtest-95M00_ScaleXY_2  31250.0  31.9328160286  
project1-56M78_ScaleXY_2  ---  36.6777808666  
project1-56M78_ScaleXY_2  ---  40.495002985  
IOtest-95M00_ScaleXY_2  ---  23.7305130959  
IOtest-95M00_ScaleXY_2  15625.0  38.3036100864  
Thermal_ScaleXY_2  10525.376  50.005548954  
Thermal_ScaleXY_8  646.178  33.7573549747  
project1-56M78_ScaleXY_2  18327.0  35.3685820103  
IOtest-95M00_ScaleXY_2  7875.0  45.6586000919  
opl_245_C_ScaleXY_4  3104.0  204.634963989  
TemperatureErosionTest_ScaleXY_2  49.0  19.8627898693  
SimpleSMTest_none_none  66.0  34.3634810448  
rashda_june4_ScaleXY_2  336.0  120.028517962  
Thermal_ScaleXY_2  6037.336  44.6995370388  
IOtest-95M00_ScaleXY_4  2016.0  43.8255190849  
opl_245_C_ScaleXY_8  784.0  96.9763600826  
opl_245_ScaleXY_2  12222.0  1728.15909314  
LunskoyeV2005_08_ScaleXY_8  24.0  39.1492059231  
IOtest-95M00_ScaleXY_8  512.0  37.755261898  
LargeSMTest_none_none  216.0  34.4254021645  
AdvectionErosionTest_ScaleXY_2  16.0  62.7790770531  
opl_245_ScaleXY_2  24440.896  3074.08948398  
LunskoyeDeepHT_none_none  1395.0  274.109766006  
LunskoyeDeep_test_GSY_none_none  1395.0  46.7801568508  
LunskoyeDeep_test_GSY_ScaleXY_4  88.0  44.395619154  
opl_245_ScaleXY_2  ---  6034.77753997  
SimpleSMTest_none_none  36.0  55.2312099934  
project1-56M78_ScaleXY_8  304.0  48.7817490101  
LunskoyeDeepHT_ScaleXY_4  88.0  113.738966942  
LunskoyeDeepHT_ScaleXY_8  24.0  119.045670033  
AdvectionFault_none_none  25.0  63.287913084  
Thermal_ScaleXY_4  1518.556  37.5952961445  
NVG_revised_model_ScaleXY_8  60.0  79.4466228485  
Thermal_ScaleXY_2  3074.0  57.2914199829  
TS_3D_COUPLED_SGI_none_none  441.0  8.60273694992  
TS_3D_COUPLED_SGI_none_none  231.0  17.8198361397  
TS_3D_COUPLED_SGI_none_none  121.0  17.263324976  
LunskoyeDeepL4_none_none  1395.0  271.689530849  
TS_3D_COUPLED_SGI_none_none  66.0  22.7011671066  
Thermal_ScaleXY_8  362.908  35.1022191048  
project1-56M78_ScaleXY_2  9225.0  49.7220931053  
WR_Section1_ScaleXY_8  1706.494  213.267723799  
WR_Section1_ScaleXY_8  871.182  146.135234833  
Vicksburg_Release_ScaleXY_2  1236.48  180.722343206  
Zeraf_2_HRes_NewRel_ScaleXY_2  11523.054  3651.77025104  
Vicksburg_Release_ScaleXY_2  1873.92  259.878171921  
Vicksburg_Release_ScaleXY_4  464.64  83.6300637722  
Zeraf_2_HRes_NewRel_ScaleXY_8  2274.155  770.353247881  
Zeraf_2_HRes_NewRel_ScaleXY_2  22190.58  6965.14571905  
Vicksburg_Release_ScaleXY_4  311.04  75.3954591751  
Zeraf_2_HRes_NewRel_ScaleXY_2  7248.15  2447.36707401  
Vicksburg_Release_none_none  7464.96  924.095103979  
Vicksburg_Release_none_none  3456.0  470.368345976  
Vicksburg_Release_none_none  4884.48  649.616116047  
rashda_june4_none_none  1312.0  167.826534986  
Vicksburg_Release_ScaleXY_2  867.84  139.535801888  
rashda_june4_ScaleXY_4  80.0  91.1833100319  
Vicksburg_Release_ScaleXY_4  216.0  55.7158999443  
LunskoyeDeepL4_ScaleXY_4  88.0  103.306782961  
Zeraf_2_HRes_NewRel_ScaleXY_4  5528.064  1852.97849393  
Vicksburg_Release_ScaleXY_8  116.16  32.3625750542  
Vicksburg_Release_ScaleXY_8  79.92  33.5189409256  
Vicksburg_Release_ScaleXY_8  54.0  37.0321111679  
Zeraf_2_HRes_NewRel_ScaleXY_4  9087.534  2869.11758995  
LunskoyeDeepL4_ScaleXY_8  24.0  110.068331957  
Zeraf_2_HRes_NewRel_ScaleXY_8  1370.688  462.041526079  
Vicksburg_Release_none_none  2891.52  398.843801975  
WR_Section1_none_none  72.0  422.712046862  
LunskoyeV2005_08_none_none  1395.0  35.5791959763  
Vicksburg_Release_ScaleXY_2  720.96  136.915163994  
Zeraf_2_HRes_NewRel_ScaleXY_2  ---  11796.1597178  
WR_Section1_ScaleXY_8  447.066  129.832631111  
Zeraf_2_HRes_NewRel_ScaleXY_4  2858.432  980.990185976  
Vicksburg_Release_ScaleXY_4  178.08  110.443025827  
Vicksburg_Release_ScaleXY_8  43.98  143.204694033  
Zeraf_2_HRes_NewRel_ScaleXY_2  3835.0  1472.92877913  
TS_3D_COUPLED_SGI_none_none  36.0  19.6717100143  
WR_Section1_ScaleXY_8  238.0  126.284995079  
NVG_2004_TEST_ScaleXY_4  135.0  93.1208519936  
LunskoyeV2005_08_ScaleXY_2  368.0  35.1208908558  
Zeraf_2_HRes_NewRel_ScaleXY_8  714.24  278.139806986  
WR_Section1_ScaleXY_4  1764.158  271.917160988  
WR_Section1_ScaleXY_4  3426.715  371.014575958  
WR_Section1_ScaleXY_4  910.656  226.745558023  
opl_245_C_ScaleXY_8  400.0  109.490879059  
WR_Section1_ScaleXY_4  6810.818  558.901944876  
Zeraf_2_HRes_NewRel_ScaleXY_8  448.8  220.816143036  
Zeraf_2_HRes_NewRel_ScaleXY_4  928.0  452.288515091  
LunskoyeV2005_08_ScaleXY_4  96.0  35.6413910389  
Zeraf_2_HRes_NewRel_ScaleXY_4  1776.608  657.647670984  
LwrRachmat_none_none  72.0  120.718551159  
TemperatureErosionTest_none_none  169.0  19.3424489498  
Model3D_v5_none_none  476.0  41.3550341129  
Model3D_v5_ScaleXY_4  35.0  34.920869112  
Thermal_ScaleXY_4  783.0  35.7058169842  
Model3D_v6_scenario8_gsy_none_none  476.0  41.4086000919  
WR_Section1_ScaleXY_2  13717.354  1213.86420703  
WR_Section1_ScaleXY_2  ---  1970.26054907  
Thermal_ScaleXY_8  195.0  32.8137369156  
NVG_2004_TEST_none_none  1881.0  295.437199831  
WR_Section1_ScaleXY_2  6947.028  805.65726614  
NVG_2004_TEST_ScaleXY_8  35.0  85.8484690189  
opl_245_ScaleXY_4  1568.0  529.06001687  
WR_Section1_ScaleXY_2  3551.0  480.308176994  
NVG_Reduced_TCalib5_none_none  768.0  82.3622188568  
TS_3D_COUPLED_SGI_none_none  18.0  39.7814838886  
NVG_Reduced_TCalib5_ScaleXY_2  192.0  61.0908219814  
NVG_Reduced_TCalib5_ScaleXY_4  48.0  58.8778831959  
NVG_ReducedArea_25oct06_none_none  768.0  104.460458994  
NVG_ReducedArea_25oct06_ScaleXY_2  192.0  72.4597120285  
NVG_ReducedArea_25oct06_ScaleXY_4  48.0  66.6480429173  
NVG_revised_model_none_none  3150.0  215.294554949  
NVG_revised_model_ScaleXY_2  798.0  111.793711901  
NVG_revised_model_ScaleXY_4  209.0  79.4803671837  
Thermal_none_none  ---  52.4932529926  
Thermal_none_none  ---  50.0442709923  
Thermal_none_none  23876.76  58.0044641495  
Thermal_none_none  ---  54.3847739697  
Thermal_none_none  12190.0  46.2252738476  
opl_245_ScaleXY_2  6111.0  1138.54265404  
Vicksburg_Release_none_none  1920.0  327.778815985  
Vicksburg_Release_ScaleXY_2  480.0  129.951244116  
Vicksburg_Release_ScaleXY_4  120.0  134.261260986  
Zeraf_2_HRes_NewRel_ScaleXY_8  240.0  185.787276983  
Vicksburg_Release_ScaleXY_8  30.0  86.191245079  
WR_Section1_ScaleXY_2  1802.0  294.670183182  
WR_Section1_ScaleXY_4  459.0  515.042396069  
opl_245_ScaleXY_8  400.0  660.331741095  
opl_245_C_ScaleXY_2  6111.0  443.988590002  
opl_245_C_ScaleXY_4  1568.0  258.56567502  
WR_Section1_ScaleXY_8  126.0  363.750988007  
rashda_june4_none_none  640.0  319.113871098  
rashda_june4_ScaleXY_2  161.92  269.432991982  
rashda_june4_ScaleXY_4  40.0  253.622442007  
SimpleSMTest_none_none  18.0  158.840525866  
TemperatureErosionTest_none_none  91.0  38.3521990776  
TemperatureErosionTest_ScaleXY_2  28.0  40.6702051163  
Thermal_none_none  6148.0  58.1423909664  
Thermal_ScaleXY_2  1537.0  52.8751921654  
Thermal_ScaleXY_4  405.0  36.382379055  
Thermal_ScaleXY_8  104.0  48.84821105  
Vicksburg_Release_none_none  960.0  301.452605009  
Vicksburg_Release_ScaleXY_2  240.0  222.997615099  
Vicksburg_Release_ScaleXY_4  60.0  200.749127865  
Vicksburg_Release_ScaleXY_8  15.0  193.803678036  
Zeraf_2_HRes_NewRel_none_none  28708.305  8989.39139891  
WR_Section1_ScaleXY_2  918.0  434.85808897  
Zeraf_2_HRes_NewRel_none_none  ---  14927.4367421  
WR_Section1_ScaleXY_4  238.0  394.728264093  
Zeraf_2_HRes_NewRel_none_none  15093.0  5098.33835602  
WR_Section1_ScaleXY_8  63.0  454.451972008  
Zeraf_2_HRes_NewRel_none_none  7605.0  2772.49353504  
opl_245_C_none_none  48888.0  1996.13391685  
opl_245_C_none_none  ---  3983.11345291  
opl_245_C_none_none  24444.0  1224.009547  
opl_245_C_none_none  ---  7742.38341284  
Zeraf_2_HRes_NewRel_ScaleXY_2  1914.0  865.432659149  
Zeraf_2_HRes_NewRel_ScaleXY_4  464.0  376.978011847  
Zeraf_2_HRes_NewRel_ScaleXY_8  120.0  193.923408985  
Tutorial_none_none  378.0  79.6257510185  
Tutorial_none_none  196.0  74.0125849247  
Tutorial_none_none  729.0  105.869579077  
Tutorial_none_none  1431.0  187.452319145  
Tutorial_none_none  98.0  106.223224878  
Tutorial_none_none  2862.0  340.82832098  
LunskoyeDeepHT_ScaleXY_8  12.0  182.728060961  
Tutorial_none_none  49.0  197.511371136  
SAUDI1_none_none  1686.528  655.455090046  
SAUDI1_none_none  970.56  680.318170071  
SAUDI1_none_none  2459.52  725.859011173  
SAUDI1_none_none  720.0  909.423368931  
NVG_2004_TEST_ScaleXY_2  3682.77  336.89131403  
NVG_2004_TEST_ScaleXY_2  1858.428  258.45916605  
SAUDI1_none_none  4832.256  1417.05424285  
NVG_2004_TEST_ScaleXY_2  6588.465  441.636025906  
SAUDI1_none_none  360.0  1572.3604629  
NVG_2004_TEST_ScaleXY_2  934.032  110.244259834  
NVG_2004_TEST_ScaleXY_2  12508.535  756.283618927  
NVG_2004_TEST_ScaleXY_2  493.0  125.365861177  
Tutorial_ScaleXY_2  196.0  46.5562770367  
Tutorial_ScaleXY_2  378.0  63.1551058292  
Tutorial_ScaleXY_2  729.0  95.6086490154  
Tutorial_ScaleXY_2  98.0  44.972383976  
SAUDI1_ScaleXY_4  152.064  153.968455076  
SAUDI1_ScaleXY_4  301.32  174.022327185  
SAUDI1_ScaleXY_4  100.992  207.269511938  
SAUDI1_ScaleXY_2  421.104  242.122716188  
SAUDI1_ScaleXY_2  613.44  257.206069946  
SAUDI1_ScaleXY_2  1209.264  357.958935976  
SAUDI1_ScaleXY_2  240.12  264.180281162  
SAUDI1_ScaleXY_4  60.96  197.390208006  
SAUDI1_ScaleXY_2  180.0  463.800252914  
SAUDI1_ScaleXY_4  48.0  443.223309994  
Tutorial_ScaleXY_2  49.0  82.8099858761  
project1-56M78_ScaleXY_4  ---  16.8127429485  
project1-56M78_ScaleXY_4  18327.0  19.2815818787  
project1-56M78_ScaleXY_4  9225.0  19.62433815  
project1-56M78_ScaleXY_4  4650.0  23.7993321419  
project1-56M78_ScaleXY_4  2356.0  29.0530400276  
AdvectionFault_ScaleXY_2  9.0  62.2859621048  
AlphaTestFullRes_none_none  49.0  300.481986046  
AlphaTestFullRes_ScaleXY_2  16.0  269.978645086  
BigProject-44M18_ScaleXY_2  4225.0  67.695032835  
project1-56M78_ScaleXY_4  1178.0  45.9258570671  
BigProject-44M18_ScaleXY_4  1089.0  65.8766031265  
BigProject-44M18_ScaleXY_8  289.0  67.6977789402  
SAUDI1_ScaleXY_2  96.0  893.00127387  
CA1_scenario2_none_none  220.08  1331.31683087  
SAUDI1_ScaleXY_4  24.0  838.391028881  
Tutorial_ScaleXY_2  28.0  115.64635396  
CA1_scenario2_ScaleXY_2  60.0  917.329866886  
CA1_scenario2_ScaleXY_4  15.0  545.698757887  
LunskoyeDeepHT_ScaleXY_4  44.016  189.006304026  
TS_3D_COUPLED_SGI_none_none  ---  24.4052140713  
Friesian_none_none  108.0  196.999149799  
IOtest-95M00_none_none  ---  13.0230638981  
IOtest-95M00_none_none  ---  19.3746550083  
IOtest-95M00_none_none  ---  23.432847023  
IOtest-95M00_none_none  ---  22.6236479282  
IOtest-95M00_none_none  ---  110.44868803  
IOtest-95M00_none_none  31250.0  153.153309107  
IOtest-95M00_none_none  15625.0  73.7598078251  
Thermal_none_none  ---  87.6864101887  
IOtest-95M00_ScaleXY_2  3969.0  68.7742199898  
IOtest-95M00_ScaleXY_4  1024.0  69.3525688648  
IOtest-95M00_ScaleXY_8  256.0  35.293211937  
LargeSMTest_none_none  108.0  72.6036911011  
LargeSMTest_ScaleXY_4  9.0  64.7815699577  
LunskoyeDeep_test_GSY_none_none  720.0  69.8615601063  
LunskoyeDeep_test_GSY_ScaleXY_2  184.0  65.9188420773  
LunskoyeDeep_test_GSY_ScaleXY_4  44.016  64.0294260979  
Model3D_v6_scenario8_gsy_ScaleXY_2  ---  29.9091160297  
NVG_ReducedArea_25oct06_none_none  ---  303.289633989  
opl_245_C_ScaleXY_8  200.0  261.880771875  
LunskoyeDeep_test_GSY_ScaleXY_8  12.0  69.019895792  
LunskoyeDeepHT_none_none  720.0  318.138575077  
LunskoyeDeepHT_ScaleXY_2  184.0  206.774569035  
LunskoyeDeepL4_none_none  720.0  309.386437178  
LunskoyeDeepL4_ScaleXY_2  184.0  252.136841059  
LunskoyeDeepL4_ScaleXY_4  44.016  176.362278938  
LunskoyeDeepL4_ScaleXY_8  12.0  176.756232977  
NVG_ReducedArea_25oct06_ScaleXY_4  ---  129.57446599  
LunskoyeV2005_08_none_none  720.0  63.0955591202  
LunskoyeV2005_08_ScaleXY_2  184.0  67.5135138035  
LunskoyeV2005_08_ScaleXY_4  48.0  65.3002660275  
LunskoyeV2005_08_ScaleXY_8  12.0  67.0169899464  
LwrRachmat_none_none  36.0  221.319416046  
AlphaTestFullRes_ScaleXY_2  378.0  109.879966974  
AlphaTestFullRes_ScaleXY_2  729.0  175.87108016  
Friesian_none_none  432.0  86.0462198257  
Friesian_none_none  864.0  85.0436959267  
Friesian_none_none  1728.0  109.359707117  
Friesian_none_none  3408.0  219.711331129  
Friesian_none_none  6816.0  304.500699043  
Model3D_v5_ScaleXY_2  1410.255  21.8880681992  
HPHTLwrRchLwTOC_none_none  342.732  51.640848875  
Gron_Olaf_nod_newHC_ScaleXY_8  531.36  860.27563405  
opl_245_C_none_none  ---  5181.63241196  
